:START_ID(Article);:END_ID(Keyword)
19629;indexing
18230;data storage
3976;big data
7636;trusted subject
19403;data modeling
11453;Software
930;indexing
5599;big data
19254;data
1453;trusted subject
4937;Software
3340;mathematical model
5450;mathematical model
19943;big data
2570;model simple security condition
16815;data management
17904;data storage
5164;data modeling
10222;secure computer system
244;asterisk-property
15155;big data
8008;data querying
1416;data management
3251;trusted subject
12851;asterisk-property
19223;data querying
15747;data storage
11757;data storage
10811;star property
3281;data storage
12888;data management
10916;big data
7242;Hardware
481;data storage
4740;security
16263;data storage
17262;processing
749;ROM
3340;Software
15955;data management
133;model simple security condition
13181;data
9288;security policy
7;data querying
2500;star property
15929;processing
3144;secure computer system
10874;data querying
12128;Hardware
6702;model simple security condition
10792;data modeling
15308;processing
4160;Software
2274;RAM
9146;data
17206;indexing
5040;data management
7776;model simple security condition
3087;big data
5851;big data
19060;indexing
9137;big data
15253;data modeling
827;indexing
7957;secure computer system
3650;data querying
8495;data
15959;data management
4608;data management
17710;data modeling
10880;TCP/IP
3312;secure computer system
8825;model simple security condition
18301;data
13110;big data
10880;RAM
2076;data storage
7486;data storage
11060;big data
4679;RAM
9995;Software
3299;ROM
6877;mathematical model
8164;data
17879;big data
14902;data management
5123;processing
256;security policy
12896;RAM
8549;big data
15897;big data
6517;big data
4560;processing
18545;processing
4790;TCP/IP
7328;data storage
3950;Hardware
7686;TCP/IP
8094;model simple security condition
17814;indexing
10755;star property
2295;data querying
681;data modeling
8771;big data
10675;secure computer system
9101;secure computer system
7186;data
6573;data management
10914;processing
11405;indexing
19338;data modeling
6651;data storage
12546;data storage
6427;security
1450;data
192;data management
14124;data modeling
2973;Software
5824;TCP/IP
2953;security
4071;big data
18741;data querying
5132;TCP/IP
11529;data storage
13825;indexing
8305;security
12813;model simple security condition
8506;ROM
18649;data querying
13392;data querying
15109;data
18218;data modeling
11765;processing
18245;big data
14407;processing
1077;data
7191;TCP/IP
998;processing
11644;trusted subject
7244;trusted subject
5978;big data
14067;data
13333;indexing
832;indexing
15765;data storage
3821;data querying
1724;secure computer system
5191;trusted subject
11431;model simple security condition
11443;data modeling
10407;data
12690;TCP/IP
2816;data querying
7141;indexing
9638;data management
2428;data storage
6984;indexing
5471;Software
3171;data storage
4883;TCP/IP
14874;big data
2163;asterisk-property
5621;Hardware
382;mathematical model
10257;big data
6797;security
3814;TCP/IP
13028;data storage
5469;processing
8154;big data
6423;data management
5057;secure computer system
19730;data management
10647;model simple security condition
12481;mathematical model
19439;data management
17655;processing
13350;data management
19165;big data
4782;asterisk-property
1603;star property
2686;model simple security condition
4983;data modeling
5267;processing
15019;data querying
14751;data modeling
7597;big data
15154;data
8070;data management
1978;secure computer system
19567;indexing
4216;trusted subject
7766;Hardware
139;model simple security condition
8540;RAM
3479;data management
13436;data management
7207;mathematical model
10654;asterisk-property
10404;Software
9626;data storage
6157;Software
17174;data
7917;ROM
153;security
16692;big data
5865;mathematical model
17426;indexing
16771;data modeling
19109;data management
17523;indexing
1239;data modeling
6965;security
5285;ROM
6222;trusted subject
11819;processing
12345;security
1453;mathematical model
1371;security
17193;data storage
15088;data management
10357;ROM
242;security policy
13410;indexing
12829;indexing
9732;processing
9889;data storage
2545;Software
19907;big data
15628;data storage
6400;Software
13378;data storage
16155;data management
19496;data querying
7656;data
2040;data management
4590;data
14544;indexing
17413;data querying
10114;security
5879;data modeling
10263;indexing
792;big data
6152;ROM
14908;data modeling
18821;data
4653;data modeling
17854;data querying
19537;data querying
721;ROM
6103;data storage
15457;processing
6544;security
10897;data querying
19298;data
6316;data management
8981;secure computer system
9311;data management
19491;data management
16354;data management
3346;data management
19;security policy
6120;big data
8259;Hardware
2099;data
4104;data modeling
16927;data querying
7526;ROM
16301;data
1770;data
19590;processing
10898;security
4442;RAM
19234;data management
11995;data querying
13338;data storage
11671;data
12138;Software
16289;data management
15520;data storage
5717;Software
10880;mathematical model
6489;secure computer system
2252;Software
11528;processing
14121;data storage
6943;mathematical model
11075;data querying
11701;indexing
3345;data management
2930;trusted subject
9748;data storage
16472;data querying
802;big data
14028;data modeling
3664;data
7110;model simple security condition
16343;data
19907;data
16088;big data
13050;data storage
1105;TCP/IP
17756;indexing
2949;data
6038;RAM
16558;data querying
5336;Software
6604;data management
4501;processing
1260;data storage
871;data modeling
10514;big data
5681;security policy
5210;data management
1815;data
17270;data modeling
1970;model simple security condition
9118;data querying
1448;indexing
9138;data management
13705;data storage
5175;mathematical model
11723;data querying
15639;data modeling
18835;data management
1092;data querying
5958;data storage
8139;RAM
2172;secure computer system
5497;model simple security condition
10485;model simple security condition
6139;indexing
2462;big data
12542;security
8119;processing
9745;Software
16767;indexing
6614;Software
15003;indexing
9003;data management
7639;processing
14277;data
11738;data
7078;ROM
1470;data querying
12611;model simple security condition
19274;data management
3089;asterisk-property
1685;mathematical model
8704;processing
5410;secure computer system
11558;model simple security condition
11622;indexing
15784;data
3382;big data
6320;big data
5204;big data
16968;data management
14864;big data
18089;indexing
3830;ROM
1265;indexing
9915;Software
19575;data
4445;data management
14657;data management
6383;RAM
94;RAM
18596;processing
13200;indexing
5042;model simple security condition
19666;data
18795;data management
9606;ROM
9788;indexing
15879;indexing
5859;data
5834;security
2615;data storage
12016;processing
1842;data
5255;mathematical model
9952;processing
14071;data querying
8124;TCP/IP
9680;model simple security condition
12753;Software
14676;data querying
14003;data
1847;data querying
7709;star property
14951;processing
17563;data modeling
11377;Hardware
79;mathematical model
7640;trusted subject
4596;processing
4333;model simple security condition
6453;TCP/IP
3032;Software
5048;ROM
19648;data management
6786;TCP/IP
581;data querying
10452;indexing
6994;star property
2825;data
8325;data modeling
16496;data modeling
18622;data storage
13154;processing
15682;data modeling
11702;security policy
1226;Hardware
6288;Hardware
11188;data storage
8579;data management
1553;big data
6919;data querying
529;secure computer system
18109;data querying
13172;data storage
17796;big data
3520;data modeling
16721;data storage
18495;data
7897;data
5447;model simple security condition
15583;data management
15262;data
19671;data storage
17663;data querying
8441;ROM
11446;trusted subject
17203;data
7906;RAM
19001;indexing
13982;data querying
4651;big data
17358;data querying
9768;data
4981;processing
11839;trusted subject
1778;TCP/IP
13347;data
7754;data modeling
6428;data
19453;indexing
10708;asterisk-property
16050;big data
4957;data querying
5297;data management
4704;asterisk-property
17943;data storage
8553;mathematical model
15303;big data
19554;data storage
15373;data
17844;processing
19554;data querying
11108;data management
2647;indexing
14465;data querying
6766;data storage
6923;Hardware
14303;processing
3922;data
11341;mathematical model
2385;security policy
16958;data storage
16073;indexing
1978;star property
11743;data management
12285;data
1893;star property
6365;mathematical model
18568;data storage
7449;data modeling
17241;processing
12655;Hardware
10248;security
48;processing
7082;data modeling
8177;asterisk-property
12741;star property
13155;data management
15059;processing
12167;data storage
19871;data modeling
13491;data modeling
5854;RAM
5038;data management
7279;processing
1536;ROM
4515;ROM
13116;processing
10314;mathematical model
14710;data management
3287;Software
9624;asterisk-property
5120;data storage
14193;indexing
16597;data storage
18374;data storage
7631;data modeling
12350;big data
6237;mathematical model
18901;indexing
13288;data querying
6390;data
11229;data querying
407;security
15061;indexing
10766;indexing
6821;RAM
19583;processing
6682;data
1480;TCP/IP
1080;star property
10450;data
12939;data storage
5568;asterisk-property
19037;big data
2884;model simple security condition
5696;data management
14212;data
681;data
10974;data management
17195;indexing
13951;big data
3335;data
15312;data storage
1339;data storage
11001;big data
12189;secure computer system
7290;processing
4607;processing
15933;data modeling
5127;data querying
10740;Software
13201;data modeling
6692;data
10640;processing
7929;processing
17456;data
8140;big data
13681;data
10540;data
8909;TCP/IP
7443;Hardware
18369;indexing
16786;indexing
17886;data storage
10220;TCP/IP
6513;big data
3270;Hardware
12127;data querying
19491;big data
14146;processing
7529;data management
5085;model simple security condition
3703;RAM
12030;data modeling
999;data
6390;data storage
5138;Software
15656;data management
9229;secure computer system
5294;data querying
8434;secure computer system
9580;data modeling
4914;Hardware
8045;processing
16386;data querying
15904;data storage
7850;data storage
14638;data querying
932;indexing
15897;data storage
16914;data
16550;data
16427;indexing
9219;data storage
19332;data modeling
9156;model simple security condition
3871;security
3237;TCP/IP
13079;data
9094;data modeling
4903;asterisk-property
12028;big data
11303;security
18852;data modeling
2386;indexing
6124;processing
4770;RAM
15612;processing
6093;ROM
13229;data modeling
6777;data modeling
5336;mathematical model
15300;data management
8889;data
13111;data storage
1738;asterisk-property
6077;security policy
19529;data modeling
3837;Software
11779;big data
9932;ROM
17446;data storage
7163;Hardware
3498;Software
610;data modeling
98;Hardware
16966;data management
9999;big data
18038;data querying
15094;big data
1171;mathematical model
9086;data querying
12193;indexing
14951;data querying
9495;big data
12688;processing
376;data storage
19319;indexing
15472;data modeling
3475;model simple security condition
14527;processing
16330;big data
3690;TCP/IP
12954;data management
77;secure computer system
7311;security policy
17098;big data
18983;indexing
16239;data
1806;processing
18753;data management
11404;data querying
11576;trusted subject
17431;data storage
10418;data querying
3282;Hardware
10524;secure computer system
5845;data querying
10158;big data
270;Hardware
16832;data modeling
3888;asterisk-property
7687;data management
17677;data
10728;big data
14214;data modeling
11631;TCP/IP
1778;secure computer system
18142;indexing
3135;trusted subject
875;RAM
5957;RAM
10358;model simple security condition
11723;processing
12479;RAM
7436;data modeling
1325;RAM
13056;data management
11639;star property
14952;processing
18377;data modeling
18736;data management
1757;Hardware
16468;data modeling
15478;data management
10608;data storage
7131;data modeling
2943;TCP/IP
2269;RAM
7365;security
3415;data modeling
9405;data
15484;data querying
8200;data storage
14332;data querying
4537;Software
15885;data management
17153;data management
2198;processing
8313;Hardware
12099;RAM
296;indexing
15120;data querying
2346;ROM
3107;indexing
16473;data modeling
1241;RAM
955;Hardware
19568;data management
12317;data
17834;data management
19530;data querying
15619;big data
1853;data storage
4763;mathematical model
5067;big data
13803;processing
18757;data modeling
8520;security policy
5566;mathematical model
7530;data querying
254;model simple security condition
16336;data modeling
383;data querying
3207;secure computer system
9218;big data
1123;ROM
12057;big data
5091;model simple security condition
15661;data querying
15110;data querying
624;data management
8781;model simple security condition
19645;processing
437;model simple security condition
9437;data management
8959;data querying
11698;data management
9721;security policy
5960;RAM
14158;data querying
659;data modeling
1523;data modeling
7991;processing
8953;security policy
2036;ROM
15522;processing
1618;secure computer system
1148;data management
19361;data
16074;data querying
16756;processing
5889;data storage
7778;data querying
9673;processing
6641;indexing
19803;data storage
10971;secure computer system
19208;data
4603;data storage
17090;indexing
14253;big data
7069;data storage
11087;indexing
10838;star property
8191;data
2620;indexing
2480;data modeling
12246;big data
6615;indexing
3726;trusted subject
5140;Software
9111;trusted subject
16019;data
16720;data querying
6771;secure computer system
18007;big data
7047;data management
10211;data
17481;data management
13271;big data
17629;data storage
11720;secure computer system
3558;data management
1466;data querying
3680;big data
11416;TCP/IP
18194;data modeling
10242;asterisk-property
8469;security policy
11725;big data
6143;data management
331;indexing
5474;secure computer system
14755;data management
11416;trusted subject
668;big data
13904;data querying
1704;mathematical model
16832;processing
14767;processing
11837;RAM
2570;security
3485;processing
11724;data querying
1627;TCP/IP
19036;data modeling
6394;processing
1462;data storage
1594;Hardware
15396;indexing
12569;data management
10545;asterisk-property
15497;data querying
16378;processing
2889;data
17166;indexing
11864;TCP/IP
13747;data management
8480;model simple security condition
15938;data
9331;security
18883;data management
14246;data querying
19505;processing
3863;data storage
9871;data storage
7514;mathematical model
14928;data querying
10664;model simple security condition
9656;Software
3226;security policy
15293;data management
6332;star property
2039;processing
14028;data storage
11539;secure computer system
4674;Software
13420;big data
15483;data modeling
4327;security policy
15414;data storage
1127;data modeling
7135;big data
12186;data
10424;Hardware
14593;processing
12683;trusted subject
2216;security policy
6460;processing
10690;secure computer system
6937;star property
1122;trusted subject
19150;indexing
19381;big data
15801;data
5999;security policy
2128;data management
7703;big data
18676;processing
15617;processing
16953;big data
10121;processing
9170;Hardware
19673;data querying
1462;data modeling
4546;secure computer system
3402;data querying
15169;data management
6716;big data
14436;big data
125;star property
16095;data querying
12262;Software
636;TCP/IP
4955;RAM
8189;data modeling
5808;big data
1381;processing
17091;big data
7147;indexing
18165;big data
15473;indexing
14272;data management
3798;security policy
6450;indexing
7370;TCP/IP
1811;TCP/IP
18363;data management
3009;data storage
2428;data querying
13340;data
3233;indexing
15913;data management
6762;indexing
13735;data management
6539;indexing
5446;security policy
10058;star property
3267;data
4764;indexing
3151;processing
19148;data storage
9606;Hardware
7052;data storage
11979;data management
3125;trusted subject
16172;big data
10521;data management
19026;data
17795;data modeling
7785;data
7245;indexing
5972;star property
17083;indexing
7019;RAM
1296;TCP/IP
9921;Hardware
5426;mathematical model
8954;model simple security condition
8448;mathematical model
9782;security
6546;security policy
11914;security
16658;data
2843;data storage
8297;Hardware
6440;data querying
620;indexing
16808;indexing
8707;data storage
15355;processing
13077;data storage
3813;secure computer system
15109;data querying
7951;data
11959;security policy
16174;indexing
9688;indexing
8883;data storage
14588;processing
13571;big data
10520;secure computer system
2237;security
15821;data querying
7622;indexing
11284;asterisk-property
1983;Hardware
6134;processing
13394;data management
12203;TCP/IP
1501;processing
11136;processing
733;asterisk-property
18211;big data
17805;processing
16918;data storage
16567;data management
5602;data management
3159;mathematical model
9718;star property
599;Hardware
7460;data querying
13480;data management
13173;data management
17847;data modeling
8096;indexing
17407;data management
11216;Software
17949;data management
6163;processing
1653;indexing
10865;data management
1802;data querying
9536;trusted subject
10770;data storage
13735;data modeling
13646;data
17417;data storage
13702;data querying
10101;indexing
712;star property
18404;data
3957;big data
10441;indexing
7494;indexing
3616;TCP/IP
7244;RAM
10046;security policy
12800;Hardware
5929;model simple security condition
4860;Hardware
19330;data management
14290;data management
6848;data
3047;processing
12072;star property
17351;indexing
12474;secure computer system
7711;processing
312;data modeling
8757;Software
8260;security policy
16304;data storage
1466;data
15788;big data
14801;big data
3731;data
8249;big data
19800;big data
1980;processing
19051;data management
19394;data querying
13076;data management
16463;data
4011;data
14775;big data
19917;big data
4871;ROM
83;processing
16887;data querying
1555;indexing
10828;RAM
2149;data
13986;data querying
19179;big data
1959;big data
2549;Software
11716;RAM
19269;data management
19558;data modeling
1075;ROM
4370;mathematical model
4682;ROM
3637;mathematical model
8579;data
17524;data modeling
11671;processing
5015;indexing
8275;data storage
16819;big data
18521;data querying
8869;security policy
1339;data querying
4965;data management
8805;model simple security condition
11125;data
5441;security
1199;TCP/IP
5452;data modeling
19855;indexing
15187;data
5819;big data
11655;secure computer system
12134;ROM
12008;big data
3055;secure computer system
19075;big data
8156;data querying
14648;data modeling
9604;trusted subject
7099;asterisk-property
3809;trusted subject
17506;data
8684;processing
17811;big data
17559;data
15167;data modeling
17623;big data
11463;security policy
11931;data
16893;data querying
10970;data management
19817;data modeling
12522;TCP/IP
7522;asterisk-property
5066;asterisk-property
6760;Software
1043;secure computer system
9811;big data
5468;RAM
12307;data storage
12782;RAM
5809;data
2759;security policy
19562;data
6967;data modeling
824;data management
9134;big data
2658;data management
3492;big data
6504;Hardware
7006;mathematical model
5997;ROM
12721;data querying
9235;data storage
12076;data
8256;data modeling
9337;RAM
4304;secure computer system
2472;trusted subject
19312;processing
14673;big data
6570;trusted subject
4968;Software
9009;processing
7343;secure computer system
2879;trusted subject
11593;asterisk-property
13524;data management
5234;processing
17945;data modeling
17630;data modeling
12446;indexing
14142;data
18339;data querying
15132;big data
4088;security
13751;data storage
15709;data storage
15289;indexing
18206;indexing
9293;data management
2196;asterisk-property
5285;RAM
9881;star property
18803;data storage
8845;trusted subject
18538;big data
9230;indexing
12885;TCP/IP
13251;data storage
15733;data storage
7469;processing
8485;data management
18626;processing
4894;data modeling
15583;data
2983;star property
10233;asterisk-property
14286;data modeling
5097;data
12264;big data
15972;data
8677;data
13263;big data
1049;secure computer system
16952;indexing
18350;data
15198;data management
6231;model simple security condition
15356;data modeling
8095;data
16158;data storage
18174;data
3347;data
5123;indexing
7454;mathematical model
9743;mathematical model
240;big data
15202;processing
13722;data querying
12529;processing
9567;data management
10893;trusted subject
8321;indexing
15296;big data
13802;data storage
756;star property
13152;data querying
16496;indexing
3336;security policy
154;Software
10850;ROM
6731;Hardware
15118;data storage
810;mathematical model
9518;mathematical model
2224;Software
216;security
12424;processing
17406;big data
26;star property
14035;data querying
17123;data modeling
18856;big data
11171;data querying
8172;processing
11515;data management
4931;ROM
15263;data management
1463;Software
4330;data management
5618;RAM
18214;big data
4200;asterisk-property
9915;trusted subject
10953;ROM
8154;indexing
10289;indexing
5128;data management
8903;mathematical model
14980;data
14535;data storage
19203;big data
14252;data management
3638;star property
12363;trusted subject
1660;data storage
9502;mathematical model
12232;data storage
19457;big data
6369;secure computer system
1294;data modeling
18929;data querying
11331;TCP/IP
15722;processing
6832;processing
6986;security
11674;secure computer system
5134;data modeling
11202;indexing
16507;data
11371;Software
12697;TCP/IP
7225;big data
10729;security
3095;Hardware
1631;RAM
11106;indexing
17456;data management
8040;data storage
17272;data storage
19655;indexing
9417;TCP/IP
1534;trusted subject
7056;data
8065;RAM
15945;data querying
3301;big data
11443;data querying
19618;data management
7923;processing
2077;security
5820;data
19014;data
954;secure computer system
740;processing
9336;data querying
13001;data modeling
19254;processing
2356;data management
12617;data modeling
19552;data querying
1739;star property
16532;processing
10039;data storage
11473;data management
6258;Hardware
9314;data management
8049;data
7354;security
12665;data querying
3450;star property
19257;processing
1120;data storage
14944;data querying
5211;processing
422;data modeling
8336;Hardware
2918;star property
12619;mathematical model
18473;big data
1836;trusted subject
7952;indexing
18630;big data
16770;data management
3323;data modeling
18136;big data
13026;processing
9738;asterisk-property
9173;indexing
18112;data
2535;mathematical model
3150;security
16164;big data
15766;data storage
7503;data
6760;star property
15167;processing
10946;security
14427;data storage
12159;RAM
19562;data querying
13191;data
7828;indexing
19265;data
12667;model simple security condition
9585;security
4979;data modeling
4231;model simple security condition
6306;data querying
17098;data management
14774;data storage
3550;data querying
9036;asterisk-property
17534;data storage
10552;Software
1740;big data
13271;data management
13684;indexing
14898;data management
17953;data management
2516;big data
4494;indexing
11747;data storage
16847;indexing
11759;indexing
8404;indexing
6712;data querying
19594;data storage
19527;indexing
11088;ROM
17592;data
12042;secure computer system
8313;TCP/IP
9374;indexing
7994;model simple security condition
8241;data storage
13138;data management
17957;big data
9243;data
17698;data modeling
5454;TCP/IP
12876;data querying
9202;processing
13508;big data
2148;data
15339;data storage
16743;data modeling
18297;indexing
7913;security
9329;data management
14366;indexing
10217;data querying
17367;data
2246;big data
18280;big data
12357;star property
13094;indexing
6529;star property
7899;star property
7648;data querying
2565;secure computer system
11983;mathematical model
19770;data querying
338;security policy
18228;indexing
18510;data management
18668;data querying
5628;security policy
17546;processing
16848;data
8671;processing
485;asterisk-property
17385;processing
8250;data management
12465;model simple security condition
18400;processing
4652;ROM
13055;big data
3192;security policy
8148;data
8051;asterisk-property
4377;secure computer system
8994;Software
19874;data management
2401;data storage
16021;indexing
16044;data
17008;data
4634;asterisk-property
12581;security
756;secure computer system
7288;data storage
138;indexing
18163;processing
7965;trusted subject
13052;big data
9579;secure computer system
5465;security policy
14058;data modeling
9852;indexing
1639;processing
2695;security policy
5142;star property
4892;big data
17842;indexing
10312;security
9210;TCP/IP
3551;secure computer system
18673;data querying
16380;data storage
1721;data management
17135;big data
19595;data storage
13197;data modeling
10731;security policy
5928;data modeling
12406;trusted subject
4196;Software
14011;big data
7857;indexing
11064;data storage
11934;indexing
15509;processing
3242;trusted subject
426;processing
4964;data modeling
15549;data management
3238;security policy
19142;data storage
11494;data querying
12762;RAM
8917;data management
3969;mathematical model
15835;data storage
9477;indexing
13280;data querying
3116;indexing
6098;security policy
3197;RAM
6444;star property
5327;TCP/IP
9616;asterisk-property
7063;data modeling
4749;data storage
392;Hardware
3054;security
12596;RAM
5343;Software
11082;security
10457;Software
6461;indexing
7094;RAM
12647;big data
291;model simple security condition
1690;TCP/IP
16742;data querying
12688;data management
1371;security policy
10416;Hardware
16421;data querying
3022;mathematical model
11917;ROM
11403;data modeling
14100;data querying
16599;data management
16055;data modeling
10969;indexing
11439;Hardware
1414;trusted subject
2565;Software
9147;data management
3158;data storage
2319;ROM
1130;processing
1738;star property
11382;Software
10767;data modeling
1266;processing
15338;big data
5018;data modeling
2845;Software
7438;data storage
7840;security
19291;data querying
18168;data
9363;Software
4886;data management
1469;data management
16062;data management
14205;indexing
8791;Hardware
14768;data storage
6982;data querying
5432;asterisk-property
9929;data querying
18182;processing
16450;data management
12703;security
6481;data management
1140;security policy
12332;TCP/IP
2028;data
17186;indexing
16847;data modeling
16232;data management
15243;indexing
11531;data querying
19536;data querying
342;data
2012;Software
15095;indexing
9734;mathematical model
4363;security
17839;indexing
15346;data modeling
18033;data management
6045;data storage
1821;security policy
9593;processing
16288;indexing
3025;processing
19795;data querying
17708;big data
4153;security
2524;ROM
12662;data storage
3348;processing
17855;processing
6553;big data
11332;Hardware
15168;big data
15820;processing
7683;Software
10699;TCP/IP
1035;secure computer system
15355;data management
1708;RAM
16715;big data
3169;security
18778;data storage
6967;data
19926;data querying
1570;data management
5126;data modeling
15318;big data
17047;data
13183;data storage
9683;data querying
308;data querying
13979;processing
11744;mathematical model
17119;data
6114;data management
14739;data querying
11159;TCP/IP
8896;mathematical model
17832;data querying
18964;processing
268;indexing
3658;data modeling
19158;big data
7081;data
8914;data storage
14343;big data
14938;processing
17364;big data
809;data modeling
18048;data querying
2480;data storage
13944;big data
8578;secure computer system
5535;ROM
3572;RAM
12524;big data
16619;indexing
10650;data
13619;data storage
16135;indexing
14837;indexing
3214;processing
10702;processing
17782;data storage
10957;model simple security condition
1707;Software
11260;big data
1529;data querying
17217;indexing
2440;data modeling
11634;mathematical model
13812;data storage
5524;data
3709;data modeling
18170;data querying
3473;processing
8958;TCP/IP
11134;RAM
12126;data management
2311;Hardware
6270;ROM
19321;indexing
11855;asterisk-property
1817;data modeling
6341;data
8872;trusted subject
16369;big data
1815;data management
17863;processing
2169;Software
1282;indexing
6579;ROM
15674;processing
2046;big data
7862;ROM
8236;data modeling
8234;data storage
10984;data
15533;data modeling
14238;indexing
2922;Software
1625;TCP/IP
4568;security policy
4261;data
7791;big data
6896;data
9180;data management
4370;ROM
17944;big data
4681;secure computer system
14672;indexing
17554;indexing
15988;data storage
11661;trusted subject
4040;big data
7613;Hardware
18179;data querying
7391;data storage
19299;data
9234;star property
5209;TCP/IP
7200;Software
7875;star property
9062;indexing
1829;processing
335;data modeling
8550;data storage
1095;RAM
3959;mathematical model
786;data storage
11711;data modeling
18247;data management
1318;data storage
606;mathematical model
10490;big data
16814;processing
14198;data storage
6845;data storage
1302;big data
15080;data management
17216;data
7444;data querying
16409;indexing
6248;star property
8957;processing
615;Hardware
13378;big data
15603;data management
6607;data storage
18966;data storage
10491;ROM
1084;indexing
6412;model simple security condition
19228;data modeling
7185;processing
6401;Hardware
9071;secure computer system
16250;data
10914;data querying
5569;security policy
13737;indexing
3681;star property
12163;secure computer system
12377;secure computer system
19632;data querying
5854;Hardware
17862;big data
8302;data
2474;RAM
7973;secure computer system
2784;data querying
1861;data management
17469;data querying
11731;model simple security condition
3926;data modeling
9427;indexing
11909;data management
16455;indexing
10153;data management
7855;data management
2471;secure computer system
5686;data modeling
6796;security
18641;data modeling
7542;data storage
14188;data
2937;data modeling
4991;processing
14811;data querying
2241;mathematical model
18084;data storage
7546;security
16673;indexing
12453;data storage
2394;Software
12646;indexing
10790;data
15185;indexing
388;asterisk-property
12929;data
10599;data storage
19140;data
12284;processing
6150;data modeling
18926;data storage
826;big data
6337;mathematical model
273;Hardware
16632;data storage
2530;data management
3993;secure computer system
11835;asterisk-property
937;big data
7099;security
14043;data storage
11250;indexing
7553;Hardware
11957;big data
9489;Hardware
13077;big data
12179;security
1739;Hardware
19862;data querying
8051;ROM
10727;processing
10156;asterisk-property
12398;indexing
15668;data management
11540;indexing
1715;secure computer system
11257;data
12714;security
3286;big data
8034;ROM
5098;security policy
8895;secure computer system
14619;data management
13212;data management
3718;secure computer system
4163;big data
14441;data
16036;big data
4979;big data
18580;data modeling
5366;model simple security condition
3440;model simple security condition
12152;Software
15938;data querying
11419;data management
18951;data storage
9445;big data
8930;model simple security condition
4589;security
5805;data modeling
15502;data modeling
11152;data storage
18416;data storage
17133;processing
3438;big data
4117;data querying
10696;data management
8541;star property
4063;Software
6262;Software
425;Hardware
13121;data management
12231;security
5502;RAM
10783;ROM
5320;data storage
1221;big data
19845;data management
19933;data management
10283;indexing
8150;data storage
18886;indexing
18182;big data
12522;mathematical model
1409;data
3119;data querying
17538;processing
10323;mathematical model
13038;data querying
17518;processing
15999;data querying
14988;data storage
5287;processing
13755;data storage
4738;model simple security condition
3754;big data
12488;data querying
17145;processing
14019;processing
5491;asterisk-property
19825;data management
18071;data storage
11158;data modeling
17177;big data
7814;processing
5586;security policy
1198;data querying
856;data storage
18357;processing
15984;processing
16344;data querying
12881;data storage
14540;data management
2283;asterisk-property
19471;data storage
18546;big data
10905;big data
17880;data modeling
7875;trusted subject
10160;security policy
2712;security policy
2211;data management
13052;data querying
15119;indexing
6248;secure computer system
4378;data storage
3766;processing
1894;asterisk-property
19679;indexing
624;data modeling
7133;big data
8066;security
7728;data storage
707;processing
2950;security policy
1017;mathematical model
8814;processing
5625;big data
7933;processing
2066;data querying
14582;indexing
15375;data management
11629;big data
11565;asterisk-property
17556;big data
16853;data
11355;indexing
502;trusted subject
15911;processing
758;Hardware
14695;data
3183;data
18446;data management
13694;big data
1044;indexing
19534;data querying
4372;secure computer system
15157;data
1829;data storage
15195;data modeling
14024;data modeling
15235;data
2589;asterisk-property
12585;indexing
5121;trusted subject
7725;data querying
13731;processing
13942;data querying
4624;Hardware
10692;data
15012;indexing
3626;data
14310;data storage
2381;trusted subject
5353;mathematical model
304;data storage
8874;data modeling
12131;data querying
9395;big data
19620;data querying
895;data
19480;data modeling
1484;trusted subject
19667;big data
12025;star property
17086;data storage
12167;processing
15310;data modeling
19379;big data
7783;data modeling
4482;security
11567;processing
3250;RAM
17130;data
15228;processing
12142;Software
6478;indexing
17005;processing
1105;security policy
2544;secure computer system
5943;trusted subject
16243;indexing
16968;data storage
5472;data
14039;data storage
11243;data storage
7323;model simple security condition
921;data management
12487;data storage
5662;model simple security condition
1228;data management
11399;asterisk-property
6503;secure computer system
8873;Software
313;star property
4535;processing
14779;big data
975;processing
15696;indexing
14752;data querying
14439;data storage
47;security policy
19586;data storage
8525;TCP/IP
6536;indexing
3631;big data
12534;star property
2715;ROM
2551;trusted subject
2303;data storage
10934;secure computer system
2599;data querying
11082;star property
18041;processing
5573;TCP/IP
10345;model simple security condition
16358;data querying
17055;data storage
2548;indexing
17374;big data
1720;big data
15851;big data
15062;indexing
6552;indexing
13140;big data
598;security
7211;RAM
869;Software
4107;mathematical model
12441;Software
14009;data
8421;data management
7358;mathematical model
1837;star property
10069;data
125;security
5650;Hardware
11063;mathematical model
13346;data querying
3286;data management
8167;data modeling
17162;big data
4623;data modeling
4142;data storage
4279;ROM
3765;secure computer system
4897;big data
8755;Software
14;trusted subject
8506;TCP/IP
1734;model simple security condition
13592;indexing
6504;star property
15146;data
13791;big data
19934;data management
768;trusted subject
18293;data storage
12903;big data
2293;data management
14019;data storage
3816;model simple security condition
1314;data
1034;ROM
13403;processing
16629;data
7686;ROM
627;data storage
16205;indexing
6145;secure computer system
9349;model simple security condition
4289;model simple security condition
4327;RAM
1830;ROM
11282;data management
18579;data querying
5380;processing
3511;trusted subject
13457;data modeling
13131;indexing
13641;data querying
17062;data storage
13478;data management
6984;big data
10137;data
1131;indexing
840;data
14715;data querying
562;data
6590;secure computer system
2972;data
14449;big data
8909;Software
6836;security policy
6425;star property
4365;data modeling
17054;indexing
5665;security policy
12009;secure computer system
14924;data storage
7438;indexing
1509;data management
15986;data management
16680;data
17833;processing
8374;asterisk-property
3389;TCP/IP
19586;data modeling
3300;ROM
15777;indexing
16827;data modeling
