:START_ID(Article)	:END_ID(Keyword)
1399	model simple security condition
15251	data
18451	big data
17170	data storage
19628	data modeling
2585	data storage
6639	asterisk-property
14496	indexing
10803	processing
12695	security
10928	trusted subject
11353	security
3520	big data
3177	RAM
6760	TCP/IP
769	data storage
10038	model simple security condition
310	RAM
6402	security
8319	security
1398	RAM
8707	data modeling
10380	star property
11502	processing
17009	big data
16779	data querying
2640	security policy
5663	Software
7816	data
13495	big data
16869	indexing
16186	big data
5078	model simple security condition
16762	data modeling
11443	trusted subject
7783	security
229	star property
10747	data management
11490	asterisk-property
17959	data querying
2278	Software
7421	ROM
19386	data storage
16460	data storage
18536	big data
6065	RAM
5948	data
8762	data management
11486	star property
13968	data modeling
530	TCP/IP
6921	big data
16997	data modeling
1417	data querying
1572	data modeling
5109	indexing
5683	secure computer system
14820	big data
19199	indexing
5249	ROM
6660	indexing
2027	big data
5492	Software
7008	data modeling
15500	data querying
7878	indexing
1116	data storage
13243	data modeling
14961	data modeling
19416	processing
77	Hardware
16299	data storage
4236	mathematical model
16020	data
6134	data modeling
7118	processing
10864	Hardware
16060	indexing
11328	asterisk-property
18077	big data
3498	secure computer system
6152	model simple security condition
6484	TCP/IP
14904	processing
15284	processing
15440	data
15387	big data
10234	asterisk-property
800	asterisk-property
8495	data management
18608	data
3656	Software
6303	RAM
18169	data management
16180	big data
6574	asterisk-property
10033	TCP/IP
10625	data storage
7462	data management
2634	Software
8335	data
8466	star property
5300	security policy
14194	data storage
13754	data querying
15264	indexing
1873	data querying
7091	data management
17145	data querying
3284	processing
7683	processing
6878	Hardware
7142	star property
7772	ROM
12989	big data
15262	data storage
3065	ROM
1854	processing
3032	Software
12796	TCP/IP
2450	secure computer system
5690	security
800	security
5681	star property
12480	data management
4486	TCP/IP
16744	data storage
5615	star property
1576	data modeling
1464	data management
9228	Software
13668	indexing
13933	processing
18621	big data
7607	processing
1291	TCP/IP
2292	secure computer system
12835	data
6772	big data
22	asterisk-property
13287	data storage
14706	data storage
17341	data management
7275	data storage
8473	data
10626	indexing
5022	data
13516	data modeling
11485	model simple security condition
15344	indexing
648	security policy
17441	data management
685	Software
13510	data modeling
15963	data
17907	data storage
6690	ROM
13847	data storage
7097	Hardware
12557	indexing
18318	data modeling
6312	processing
15355	data querying
17819	big data
194	Software
13217	data modeling
11817	Hardware
6526	security policy
12180	processing
11408	data storage
18036	data management
10604	processing
6444	data modeling
7519	TCP/IP
1764	data querying
7631	mathematical model
9627	data querying
9371	processing
10975	trusted subject
14915	indexing
7586	data querying
2294	security policy
18952	data management
511	model simple security condition
16025	data storage
44	data
17375	data
14957	data modeling
1300	data storage
89	data management
18206	indexing
3242	security
18350	data modeling
15987	data
19700	data
12853	Software
2458	mathematical model
8352	RAM
8433	secure computer system
13394	indexing
4363	Software
3499	Hardware
50	data
6878	RAM
9463	trusted subject
10915	data storage
6282	data querying
11232	data modeling
8054	data
12398	data storage
14435	data management
15812	data modeling
17198	indexing
474	data querying
5461	data modeling
18141	big data
15015	data
19228	indexing
229	TCP/IP
19657	data
17932	indexing
3565	processing
16914	data storage
17078	processing
11250	security policy
14951	indexing
2820	security
673	data modeling
11023	big data
13346	big data
14704	data storage
290	data storage
15200	data modeling
11163	data modeling
213	data management
12278	big data
5694	indexing
8836	TCP/IP
15515	processing
9626	data querying
10548	mathematical model
18463	indexing
16504	big data
11204	security policy
13915	data storage
2941	data
14696	processing
9761	RAM
18984	big data
18409	big data
12204	data modeling
8222	TCP/IP
19201	indexing
5638	Software
1318	data storage
3509	data modeling
16331	indexing
8880	star property
18158	processing
7308	RAM
15138	data storage
17186	data storage
15782	data storage
15156	processing
17705	data querying
6072	model simple security condition
2283	star property
14158	data storage
1167	RAM
14183	data management
18479	data querying
1345	security
16973	data querying
8208	Hardware
14693	data querying
1731	data management
10742	indexing
16098	data
13149	data
4117	secure computer system
7374	data storage
3454	data modeling
8382	data management
8632	secure computer system
8856	data modeling
10433	TCP/IP
15254	data querying
4049	processing
6082	asterisk-property
10362	security policy
18148	big data
11268	data management
16948	data management
18656	data querying
14542	big data
17772	processing
17059	indexing
3967	data modeling
15366	data management
2886	ROM
5715	mathematical model
233	indexing
19295	big data
13617	data storage
10009	data querying
15965	data storage
9841	data modeling
15463	processing
16708	processing
14234	data modeling
4378	asterisk-property
14079	indexing
19028	data querying
16813	big data
5039	data querying
8149	data modeling
4255	processing
15916	data
989	big data
9162	data modeling
5551	processing
12429	indexing
7274	asterisk-property
10601	data storage
16274	data modeling
17230	processing
9001	indexing
14848	data management
19792	data
1738	big data
10222	data querying
13060	big data
299	data modeling
991	data storage
4502	data
2686	model simple security condition
4855	data storage
10340	star property
10506	RAM
15551	big data
18736	big data
15532	indexing
7056	data
7714	star property
11996	ROM
6663	indexing
4948	mathematical model
3652	model simple security condition
4800	secure computer system
15796	big data
18096	data storage
1986	big data
16124	indexing
8229	data querying
16859	indexing
6522	star property
9880	indexing
13958	data modeling
13776	data
18115	processing
17714	data storage
3986	security policy
2606	security policy
3881	trusted subject
6280	data querying
15118	processing
17095	big data
5317	TCP/IP
4570	RAM
11140	data storage
3699	data management
8801	asterisk-property
10633	TCP/IP
17606	data modeling
18512	big data
18696	indexing
17274	data
19321	indexing
2782	data
7501	trusted subject
15742	data
4211	TCP/IP
784	data
9661	security
13759	indexing
17321	data management
18020	indexing
4674	Hardware
13029	data management
15846	data
15446	big data
2399	processing
16716	data
5689	Hardware
16405	indexing
19759	data management
6848	processing
10211	trusted subject
12762	data modeling
12564	secure computer system
15216	data querying
6428	data modeling
4098	data
9070	data storage
5852	data modeling
9811	security
2138	model simple security condition
15700	big data
15527	data modeling
18532	processing
3240	data modeling
13846	data storage
17860	big data
2429	big data
1975	secure computer system
5202	data querying
6447	data modeling
15315	data modeling
16196	data querying
8801	security policy
4014	Hardware
8074	data storage
9306	mathematical model
6888	trusted subject
10630	data querying
8348	data
1764	data
5348	TCP/IP
14906	indexing
12538	data modeling
1862	Software
7108	Hardware
7421	TCP/IP
5923	asterisk-property
8026	processing
10306	secure computer system
17608	data management
10028	data storage
9656	model simple security condition
18617	processing
4342	processing
3337	data management
1578	data storage
10781	Hardware
12434	ROM
13447	big data
16488	data querying
16681	indexing
2560	data modeling
3323	data management
4683	data management
8708	data management
11557	data modeling
11789	big data
1131	model simple security condition
13236	data storage
1616	TCP/IP
14520	data management
17983	data querying
2532	big data
19207	indexing
18069	data management
15142	data querying
10732	data querying
5969	secure computer system
16435	data
11110	trusted subject
17068	processing
3938	RAM
15888	data management
19509	big data
16750	data management
7687	ROM
2919	data
10745	Hardware
3999	big data
4484	secure computer system
19905	indexing
5671	ROM
9199	star property
9922	asterisk-property
18551	indexing
12297	security policy
5526	star property
12866	TCP/IP
13469	data querying
10832	Hardware
6854	data storage
26	secure computer system
540	data querying
7620	star property
18183	data storage
4792	TCP/IP
19786	data
19472	data management
895	ROM
10861	data modeling
11265	Hardware
10242	TCP/IP
15305	data
6182	Software
8640	Hardware
474	indexing
7112	data storage
11134	model simple security condition
12773	security policy
15413	indexing
19526	indexing
6093	asterisk-property
12546	big data
6529	asterisk-property
14054	data management
19873	big data
9	TCP/IP
15540	data
6079	processing
14206	data storage
17496	data storage
88	Software
12308	star property
2066	security
6608	star property
9757	data modeling
148	TCP/IP
1855	processing
14669	processing
14856	big data
16630	data
5614	Software
16263	data storage
4195	processing
11801	ROM
18727	data
9502	asterisk-property
9071	secure computer system
16434	data querying
13776	data management
17487	indexing
15163	data storage
10425	data modeling
14217	data management
18899	indexing
14654	data querying
12542	Hardware
18075	processing
9284	trusted subject
16303	indexing
14284	indexing
4559	mathematical model
1313	data modeling
14112	data querying
17494	data management
5423	data
11676	security policy
14673	data querying
14144	processing
4942	secure computer system
6731	ROM
17401	data modeling
11140	data modeling
19405	data storage
6979	data management
114	Hardware
12687	RAM
5283	mathematical model
7068	Hardware
16203	data querying
5310	Hardware
2484	TCP/IP
2923	data querying
5995	data storage
7253	indexing
10289	data management
6075	indexing
2479	Hardware
13417	indexing
18216	data modeling
289	mathematical model
18900	data querying
9592	data storage
3604	security policy
3693	big data
8835	security
6538	ROM
2937	Software
12194	mathematical model
15299	big data
5883	data modeling
19119	data storage
15227	data querying
10543	star property
6220	processing
7118	big data
7792	RAM
5479	RAM
15218	processing
6383	RAM
4278	star property
8290	data storage
1948	trusted subject
11878	data storage
13477	data management
1629	trusted subject
8291	mathematical model
5515	security policy
9055	Hardware
424	data
15875	data management
8006	star property
1578	data management
6209	data management
16806	big data
9698	star property
19542	big data
1778	Software
6094	asterisk-property
4530	data querying
1084	model simple security condition
17037	data storage
10109	Hardware
10760	Hardware
457	RAM
14131	big data
4023	Hardware
8291	ROM
19469	indexing
8807	data querying
5594	indexing
19025	data modeling
3869	data
5565	trusted subject
7379	Hardware
5700	big data
11203	star property
18698	data modeling
16009	data
11464	asterisk-property
112	processing
9297	data modeling
14438	processing
16881	indexing
15549	data management
12188	big data
16388	data storage
14462	data management
12828	trusted subject
6345	star property
7414	data
8632	mathematical model
15440	data storage
12300	security policy
13662	data
10756	model simple security condition
15491	big data
8473	data storage
3876	data management
5741	data management
3433	indexing
9669	star property
1427	data management
12777	big data
15713	data querying
180	processing
4512	Software
18877	data management
17127	processing
3778	big data
7399	ROM
8591	TCP/IP
4043	secure computer system
5850	indexing
4741	indexing
4088	data storage
10112	asterisk-property
11170	processing
10269	data modeling
19895	data
1658	processing
17493	data storage
16032	processing
6911	security policy
11987	Software
18532	data
2319	data storage
3342	data
10961	trusted subject
12639	big data
1484	mathematical model
6050	Hardware
2226	data
1129	RAM
7742	data storage
11004	asterisk-property
18814	data querying
19451	data querying
14516	data querying
1628	big data
5047	secure computer system
4490	data management
8959	data
14211	data
19866	data storage
4647	indexing
7212	data querying
11377	Software
17469	processing
336	security
14612	data storage
7085	Hardware
14979	data storage
10158	big data
10244	data management
1754	data storage
12331	data storage
16119	data management
6648	TCP/IP
17334	data storage
5460	model simple security condition
10889	data storage
18842	processing
8803	indexing
5806	TCP/IP
10619	data management
1698	ROM
5021	indexing
1058	RAM
14065	big data
17358	data storage
7864	big data
7354	ROM
8560	big data
453	mathematical model
2386	ROM
7706	indexing
18315	data storage
9134	Software
10632	star property
16309	data management
4654	star property
13852	processing
18276	processing
720	star property
8503	trusted subject
15707	data management
1259	indexing
3137	big data
3247	big data
4859	security policy
14649	processing
16855	processing
14687	indexing
12541	TCP/IP
6257	Software
2937	model simple security condition
13525	data management
3352	data storage
16824	processing
8711	data querying
11354	security policy
4180	processing
16049	big data
16806	data modeling
5745	star property
8503	RAM
16068	big data
7653	big data
9731	data modeling
10381	data storage
17398	processing
5777	data storage
9971	security
3128	secure computer system
18008	data management
19447	big data
10561	data storage
15297	indexing
7926	mathematical model
16912	data
10817	processing
14211	data querying
18980	processing
19318	big data
12233	asterisk-property
15350	data management
12807	big data
6623	Software
18902	processing
18372	data modeling
17111	data storage
14815	indexing
1727	mathematical model
8573	data
1040	data
8827	Hardware
1455	data storage
15142	processing
962	processing
17555	data management
11587	Hardware
4016	mathematical model
7072	asterisk-property
3980	RAM
1376	star property
6276	indexing
16409	data querying
19836	data
17841	data
13240	indexing
14039	big data
19362	indexing
18772	data modeling
9794	mathematical model
725	ROM
19661	data modeling
2467	big data
18395	data storage
2483	data storage
14050	data storage
6973	big data
7868	data storage
17309	data management
17381	data storage
6634	Hardware
17043	data
4832	indexing
7934	processing
14488	processing
10679	Hardware
13065	processing
19315	data management
373	secure computer system
14859	data modeling
5811	secure computer system
13720	data modeling
5344	security policy
12663	indexing
5613	TCP/IP
9	Software
8157	indexing
5313	security policy
6874	model simple security condition
11153	processing
14337	big data
9710	data modeling
9843	data modeling
8486	RAM
2390	processing
3270	asterisk-property
17969	data modeling
1236	data querying
17031	big data
14366	processing
8699	data
16527	data
16626	data
2754	data management
16444	data storage
10935	TCP/IP
189	security
9224	processing
12239	asterisk-property
12670	star property
11638	data
12185	indexing
2938	security
13103	data storage
18405	data modeling
2737	model simple security condition
3709	indexing
14575	indexing
1845	data querying
16198	data
3175	model simple security condition
5944	data modeling
5562	secure computer system
8813	data storage
10768	data management
7561	Hardware
11809	TCP/IP
9813	data modeling
14655	data modeling
13766	data management
3196	ROM
14516	big data
10057	data storage
18224	indexing
19451	data management
1501	secure computer system
1741	RAM
6434	data
19086	data
774	data
889	Software
16534	data querying
1114	data management
3430	big data
8034	big data
3027	data querying
9745	Hardware
3306	processing
10138	big data
6233	mathematical model
18069	big data
17513	data modeling
2118	data modeling
17589	data
18604	data querying
5495	data querying
16682	data management
11191	processing
5797	ROM
18403	data querying
142	data
5021	big data
10514	data storage
8289	indexing
13515	data modeling
15714	processing
15362	data
8131	mathematical model
19443	data storage
2886	mathematical model
10648	big data
12678	indexing
18658	data storage
4539	data storage
19830	indexing
7689	asterisk-property
3232	ROM
11599	Hardware
4358	star property
4629	TCP/IP
12833	RAM
8526	secure computer system
9060	processing
12857	data
675	star property
13618	data
1767	big data
14495	big data
6215	data management
6747	ROM
13200	processing
18894	big data
9069	TCP/IP
13061	data storage
2149	secure computer system
7794	security policy
13901	data modeling
19811	data storage
8795	data
12764	data modeling
7894	data management
17807	data storage
6696	star property
9073	data storage
18090	data querying
4231	big data
15314	data storage
1207	indexing
13928	data
8324	TCP/IP
15688	data
18968	data modeling
3621	data management
10806	RAM
12065	data modeling
11331	data
5168	trusted subject
9049	processing
6973	data management
7070	data modeling
7700	data management
14243	data querying
15608	data management
3196	Software
2712	big data
1553	asterisk-property
2591	big data
10692	data modeling
12915	indexing
5410	TCP/IP
4063	RAM
13814	data modeling
5985	Hardware
4735	trusted subject
11035	data
13469	data
11852	Hardware
9772	TCP/IP
9173	security
19490	indexing
15153	data management
104	data querying
15289	data querying
2793	data storage
7026	big data
8006	mathematical model
12736	model simple security condition
16170	processing
18530	data querying
18903	processing
19582	data management
18565	data management
8520	data
8657	TCP/IP
265	data modeling
3523	data querying
17374	data storage
2967	RAM
10064	Hardware
7332	ROM
13644	big data
18357	processing
16199	data querying
9551	data modeling
17143	processing
13593	data storage
3658	star property
14065	data management
17489	data
12852	data
5703	security policy
9859	Software
4463	data querying
16587	processing
4267	asterisk-property
18695	big data
3855	big data
17815	data modeling
13770	big data
14469	indexing
14446	processing
8874	data storage
19698	big data
6130	data management
3630	indexing
10790	ROM
12866	Hardware
19506	data modeling
8191	data storage
3905	ROM
9375	TCP/IP
10665	data management
5337	RAM
12260	TCP/IP
14814	processing
823	big data
7809	big data
10077	indexing
17799	processing
10248	RAM
1592	RAM
14965	data modeling
19652	data
9126	data
8216	RAM
1475	data management
10808	data
1785	big data
9018	big data
3924	processing
6118	big data
9691	data management
11083	data
18555	big data
15091	big data
6647	model simple security condition
4864	indexing
2662	processing
18752	data
15633	indexing
10528	mathematical model
14442	data modeling
2304	data storage
12770	data management
14081	data modeling
16063	data modeling
12548	data modeling
3253	data storage
6444	processing
1941	indexing
6628	secure computer system
11186	data management
8387	security policy
7041	indexing
4955	model simple security condition
11518	ROM
3326	trusted subject
3852	big data
14824	data
17326	big data
19193	indexing
8999	Hardware
19337	big data
9700	data
673	data querying
11298	RAM
6941	secure computer system
15966	indexing
14629	data management
17735	data querying
11167	Hardware
6742	data modeling
219	data modeling
19329	data querying
1214	data
12711	model simple security condition
771	data storage
9733	security
11021	star property
12224	processing
16809	big data
18031	processing
18559	data storage
19330	big data
5399	data querying
14209	data
480	big data
17500	data
5172	processing
5248	data storage
9567	ROM
1110	Hardware
11833	star property
12860	data storage
3457	data modeling
7659	security
17433	data
17619	data querying
7690	secure computer system
19696	data storage
8295	Software
15632	data management
19368	data querying
15421	data
10546	big data
6494	RAM
10120	TCP/IP
10435	processing
10285	trusted subject
18006	data modeling
6566	TCP/IP
10853	asterisk-property
7808	mathematical model
6942	indexing
10784	Software
14801	big data
10139	security policy
17148	data modeling
16821	big data
19819	indexing
291	big data
15367	data storage
13493	big data
9446	processing
12757	TCP/IP
6372	big data
3719	big data
1408	security policy
5535	processing
1887	security policy
7895	mathematical model
1174	big data
6607	data management
8010	RAM
12367	processing
17758	data querying
18293	data
3978	data modeling
19073	data querying
12721	indexing
14676	data
16035	data modeling
9181	big data
15433	indexing
19265	data modeling
4647	data querying
2193	data storage
9288	big data
14872	data
8640	TCP/IP
17687	data modeling
13628	data
10397	processing
18523	data management
16674	data storage
5567	security policy
11983	data querying
8260	star property
2209	data modeling
11088	data storage
13891	processing
12892	Software
14711	data management
19114	data
17979	processing
10089	processing
12829	data modeling
8944	trusted subject
6781	processing
18085	big data
1465	data
13803	data
236	ROM
11582	Hardware
19056	data
8890	indexing
4916	big data
3043	secure computer system
6583	model simple security condition
15588	data modeling
6742	data
3714	big data
7468	security policy
12927	data storage
19431	data modeling
10273	RAM
3825	processing
13568	data modeling
2700	model simple security condition
14619	data
4534	Hardware
14670	data management
10738	ROM
6855	data modeling
14394	data querying
1151	RAM
16480	data management
636	secure computer system
4741	data
6633	secure computer system
3090	data
15601	data storage
14801	data storage
11792	RAM
10045	data querying
3066	trusted subject
6680	RAM
17369	indexing
12481	big data
14430	data
19229	data querying
142	data querying
15833	data storage
9502	RAM
5020	Hardware
8649	Software
1365	indexing
18142	data querying
15877	big data
3766	indexing
7455	data querying
7046	star property
10912	big data
8254	security policy
4612	model simple security condition
8625	mathematical model
10238	big data
13201	data management
5582	data querying
15459	processing
3240	processing
17566	data
6475	Software
2269	big data
922	secure computer system
6844	security policy
16674	data management
9039	ROM
12085	indexing
13988	data management
8050	processing
12811	Hardware
17217	data
14480	processing
19358	data
19372	data modeling
6925	data
3143	star property
14507	data storage
4736	data modeling
17658	data
18126	big data
7147	indexing
15877	data storage
632	big data
2198	big data
1989	TCP/IP
2280	processing
16358	data modeling
18725	data storage
9599	mathematical model
14884	data modeling
8652	security policy
13207	data modeling
4480	mathematical model
3102	Software
5732	data querying
907	data querying
13575	data
5851	processing
11527	model simple security condition
12950	processing
5479	asterisk-property
8798	data storage
15068	big data
16354	data storage
11657	star property
8492	data storage
9023	data modeling
12868	data management
1721	security
16444	big data
1258	data storage
10272	data management
16102	data storage
18514	data querying
18940	data modeling
9908	TCP/IP
19003	data storage
18543	indexing
9735	data storage
3612	indexing
962	data
11436	star property
16868	big data
3625	trusted subject
3441	data querying
1191	data
14788	data storage
6864	Hardware
1783	indexing
11474	data
4413	trusted subject
11295	security
9920	TCP/IP
1415	secure computer system
872	security policy
8256	big data
12208	data querying
19437	processing
710	data management
9659	RAM
16545	indexing
18577	data management
9894	data modeling
17721	data querying
14051	indexing
4720	Hardware
18410	data querying
16578	data querying
3673	TCP/IP
9744	data
1140	data modeling
2108	RAM
420	big data
7178	star property
7775	trusted subject
4682	data
11735	secure computer system
6606	data querying
11764	security policy
10796	trusted subject
6774	security
358	processing
10337	data storage
17292	data
9431	big data
5131	data querying
17293	data
13407	data storage
2511	data
6219	trusted subject
14746	data management
7266	data
6653	asterisk-property
4616	data querying
14806	data modeling
8986	trusted subject
4748	secure computer system
19768	data
1237	indexing
11179	data querying
8077	RAM
18701	data modeling
13955	data management
16393	data
19600	data storage
9709	security
12331	processing
17967	processing
513	data
12684	data storage
19299	indexing
17422	big data
4428	star property
9156	TCP/IP
5753	big data
4869	ROM
17156	big data
13383	data
7236	RAM
8100	big data
16505	processing
244	processing
15726	data querying
10663	big data
8396	data storage
19787	data modeling
18373	data management
8850	big data
1439	mathematical model
3175	secure computer system
12191	indexing
4952	data querying
8654	processing
19308	data modeling
16638	data management
7841	TCP/IP
19752	big data
13320	data storage
572	Hardware
15214	processing
14882	data management
12139	security
12853	secure computer system
12318	data querying
11311	data storage
7631	asterisk-property
7566	big data
8034	data
10969	data management
3134	secure computer system
1320	indexing
13211	data modeling
5077	Hardware
13897	processing
17101	data modeling
821	Software
1152	security
14844	data
11160	asterisk-property
6257	Hardware
19015	data management
2413	data
8111	ROM
19889	data storage
16962	data management
11254	trusted subject
12021	model simple security condition
19074	data querying
11719	TCP/IP
4175	processing
14816	big data
734	model simple security condition
14889	data
6765	indexing
18642	data querying
18852	data modeling
16650	data modeling
4575	TCP/IP
16116	data modeling
17827	data querying
9540	big data
14788	data
18186	data management
2865	RAM
8886	big data
16531	data storage
18432	data modeling
14696	data querying
17514	data
2796	data management
4165	processing
13085	data management
3739	processing
19344	data modeling
10905	data
17719	data storage
3526	asterisk-property
14678	data
18521	big data
3880	data storage
5768	data
6398	TCP/IP
1101	data
6768	Hardware
2166	asterisk-property
10894	processing
14358	data storage
15648	indexing
18079	data modeling
7762	big data
18207	indexing
465	data querying
17577	data querying
3417	data
8981	ROM
11837	RAM
16829	data
11126	security policy
7758	mathematical model
17058	processing
16435	data management
4786	security policy
5042	data querying
16605	processing
773	star property
2533	security
204	ROM
12782	indexing
4723	TCP/IP
5927	data
14915	data modeling
14809	data modeling
1297	trusted subject
13127	data storage
9044	mathematical model
10882	TCP/IP
9674	data modeling
4020	trusted subject
7780	data
8092	data storage
4500	indexing
8597	data management
13894	data querying
3658	trusted subject
18965	big data
19312	data storage
1715	processing
8498	data storage
14523	indexing
4287	TCP/IP
13158	data querying
14565	data storage
14873	big data
16286	data storage
14647	data storage
16851	data management
5049	secure computer system
1660	asterisk-property
5237	processing
12065	processing
5800	data modeling
10290	data management
13955	data modeling
8698	TCP/IP
533	big data
17018	processing
13046	data storage
14748	data management
289	secure computer system
14740	data management
3086	data storage
9772	RAM
16430	data management
18981	data
9467	processing
274	data storage
15031	data modeling
17284	processing
9673	data querying
2590	asterisk-property
7479	indexing
17756	processing
3362	Software
11921	Software
16115	data querying
7749	Hardware
1975	asterisk-property
14055	data
6965	data querying
19694	data management
3424	security policy
5093	star property
16564	big data
2670	processing
11614	data
11732	security
12981	indexing
16849	data
9473	mathematical model
5904	trusted subject
18892	processing
15080	data management
12954	processing
13925	big data
15471	processing
17181	big data
3115	RAM
13662	data management
3550	data modeling
18802	data querying
2636	star property
16280	processing
6713	asterisk-property
16694	big data
5087	data
15349	big data
3263	security policy
7401	RAM
12495	ROM
16863	data storage
16728	indexing
13316	data modeling
13140	data
9265	security
11225	data management
12562	secure computer system
1457	star property
19808	data
2325	star property
8359	TCP/IP
1550	Software
9527	Hardware
9122	Hardware
15548	indexing
8179	data querying
4589	indexing
18269	data modeling
7481	secure computer system
19152	data modeling
10051	data storage
9421	data storage
4520	data management
5223	security policy
3142	trusted subject
11532	data querying
16593	data storage
10608	processing
8920	Software
14312	data querying
868	big data
8	data storage
2704	asterisk-property
17964	data management
10660	data querying
4198	data modeling
14565	data querying
14819	data querying
14451	data management
9720	data storage
12836	data querying
15079	indexing
775	Software
5927	data management
11817	trusted subject
9450	data querying
17518	data querying
3619	security
9638	RAM
12390	big data
5086	model simple security condition
17488	data storage
17800	big data
11306	data management
17846	data management
18940	indexing
2426	data modeling
9515	data modeling
11592	data modeling
19111	data querying
19345	data management
19397	indexing
2185	security policy
19535	big data
10844	data storage
1995	mathematical model
227	asterisk-property
1771	data modeling
16106	processing
6143	indexing
18380	data storage
9767	data storage
4101	data querying
5541	asterisk-property
18638	indexing
9085	model simple security condition
14011	data
15186	data
15984	data storage
8095	data querying
6476	data storage
9581	security
17409	data storage
15062	indexing
8915	indexing
4760	ROM
2132	indexing
15763	data querying
8151	star property
11032	secure computer system
2733	indexing
14342	processing
45	processing
4376	mathematical model
6493	data
1749	data modeling
8982	indexing
7151	data querying
7575	asterisk-property
17109	processing
18941	data storage
18945	processing
9582	asterisk-property
6058	data querying
12664	ROM
13372	data management
18555	indexing
8916	RAM
12041	star property
9510	trusted subject
1753	trusted subject
10824	data management
12990	data modeling
13886	processing
1662	Hardware
5142	Software
3	ROM
7673	star property
10749	star property
8838	secure computer system
12047	Hardware
12943	indexing
1709	data storage
18066	data management
12256	data storage
15091	data
12598	data management
16440	data
7279	security policy
12508	security
11240	trusted subject
15715	data management
51	Software
3097	secure computer system
8203	indexing
10685	data
15080	data modeling
10619	data modeling
8688	data querying
7552	data
7681	asterisk-property
11080	processing
11131	data management
15327	data management
16088	data
18959	indexing
16200	data querying
17347	processing
17522	data management
17851	processing
3190	model simple security condition
18334	indexing
2042	mathematical model
8198	security
9566	ROM
11181	big data
2176	processing
12980	data storage
14729	data
7976	Software
3969	Software
12822	asterisk-property
8328	Software
243	Software
7308	secure computer system
7442	data
16267	processing
4603	data
7723	star property
3047	security policy
10568	processing
18490	indexing
16452	data storage
3233	RAM
17775	indexing
16254	data management
15676	indexing
5539	security policy
8550	RAM
17211	big data
9761	security
409	TCP/IP
2826	trusted subject
16186	data modeling
1387	data storage
9419	big data
3387	indexing
2457	trusted subject
3214	security policy
6681	Software
17318	data storage
17032	indexing
5632	data
18586	data
12513	TCP/IP
16100	processing
19279	data modeling
5162	star property
14819	data modeling
2575	security policy
3959	TCP/IP
7184	data modeling
10369	indexing
7911	model simple security condition
8047	indexing
7065	security
7787	star property
4995	processing
5841	secure computer system
9390	Software
16204	data management
19492	big data
9526	data management
3184	data modeling
9662	Hardware
6264	data management
15130	big data
2644	security
16870	data management
19888	big data
2780	Hardware
11160	security policy
7714	Hardware
8895	model simple security condition
5430	Hardware
19845	processing
9411	security
1174	data storage
11665	data
8011	star property
16862	data management
2607	indexing
15602	indexing
13893	data
14872	data management
3065	model simple security condition
18385	data
2523	data querying
5796	security policy
9766	trusted subject
1276	processing
13598	data management
11929	Hardware
8144	TCP/IP
19533	data storage
6460	Hardware
6301	indexing
4388	asterisk-property
15353	data querying
6339	data querying
7835	indexing
6419	ROM
2633	ROM
7738	data management
15770	data
11691	asterisk-property
14708	data modeling
7329	processing
16690	data querying
7017	star property
4232	data management
15452	big data
18767	data storage
19068	data querying
19652	data storage
6616	data modeling
3789	data storage
16120	big data
3595	TCP/IP
15186	big data
12378	RAM
18763	processing
15043	data modeling
17736	processing
942	data storage
5722	Hardware
8701	secure computer system
4840	Hardware
150	data querying
8142	Software
8365	data storage
2807	data management
12078	TCP/IP
16380	processing
2056	Software
12559	data querying
15401	data management
16710	big data
6283	Software
7056	indexing
10011	mathematical model
9118	Hardware
11496	Hardware
12342	processing
6077	indexing
17572	data storage
19377	indexing
7132	secure computer system
10144	indexing
15943	processing
18979	data querying
6390	TCP/IP
17289	data storage
8309	big data
10236	RAM
17710	big data
6010	data querying
15467	data querying
81	big data
17766	processing
18784	big data
2028	data querying
18783	data querying
7031	data
6982	mathematical model
1303	data storage
7796	data storage
8636	security policy
19134	data querying
8679	ROM
11730	RAM
4498	indexing
12494	data querying
1045	data management
1787	big data
8145	RAM
2965	processing
8448	indexing
14462	data modeling
18513	data modeling
4543	processing
1389	indexing
2026	data management
4702	indexing
12323	secure computer system
18538	data querying
3578	big data
17464	processing
10397	big data
6905	data storage
853	data modeling
3500	ROM
9953	asterisk-property
14304	data
18629	big data
17853	data management
6865	Software
17574	data storage
2039	processing
10879	data querying
17392	data modeling
17797	data querying
16679	data storage
19129	data management
413	big data
2950	data
7787	RAM
13651	big data
3246	secure computer system
5406	data querying
12579	big data
10355	data storage
14913	indexing
15480	data
19433	data querying
6227	data modeling
8602	data storage
10483	data modeling
11679	data storage
2958	processing
7793	RAM
10007	star property
10411	data querying
12854	processing
5451	Software
4085	indexing
6396	RAM
9023	indexing
5168	RAM
13479	data modeling
17229	data storage
18084	processing
2260	ROM
6822	big data
122	star property
15464	big data
17338	data storage
9319	TCP/IP
886	processing
5586	model simple security condition
18941	data
6765	data storage
17211	data
9270	big data
4622	secure computer system
8280	star property
16637	data querying
18244	data management
14928	big data
16645	processing
7618	big data
13739	data storage
15494	data management
1361	ROM
1380	ROM
1313	data management
16798	data management
1314	indexing
4409	data management
4184	Software
12456	trusted subject
19511	data management
7142	mathematical model
7189	RAM
5282	secure computer system
6058	data storage
12878	mathematical model
4902	Software
15111	data storage
334	processing
5462	trusted subject
14718	indexing
